ipc_class_symbol,last_ipc_version,NbAppln
G07F   7/02,2006-01-01,8354
G07F   7/04,2006-01-01,2941
G07F   7/06,2006-01-01,4172
G07F   7/08,2006-01-01,26488
G07F   7/10,2006-01-01,26001
G07F   7/12,2006-01-01,7090
G07F   9/00,2009-01-01,14973
G07F   9/02,2006-01-01,10379
G07F   9/04,2006-01-01,1375
G07F   9/06,2006-01-01,2552
G07F   9/08,2006-01-01,1283
G07F   9/10,2006-01-01,12002
G07F  11/00,2009-01-01,8674
G07F  11/02,2006-01-01,663
G07F  11/04,2006-01-01,2921
G07F  11/06,2006-01-01,548
G07F  11/08,2006-01-01,330
G07F  11/10,2006-01-01,1083
G07F  11/12,2006-01-01,163
G07F  11/14,2006-01-01,640
G07F  11/16,2006-01-01,3754
G07F  11/18,2006-01-01,805
G07F  11/20,2006-01-01,204
G07F  11/22,2006-01-01,399
G07F  11/24,2006-01-01,2656
G07F  11/26,2006-01-01,460
G07F  11/28,2006-01-01,686
G07F  11/30,2006-01-01,351
G07F  11/32,2006-01-01,526
G07F  11/34,2006-01-01,1826
G07F  11/36,2006-01-01,655
G07F  11/38,2006-01-01,374
G07F  11/40,2006-01-01,191
G07F  11/42,2006-01-01,1444
G07F  11/44,2006-01-01,1553
G07F  11/46,2006-01-01,404
G07F  11/48,2006-01-01,178
G07F  11/50,2006-01-01,239
G07F  11/52,2006-01-01,576
G07F  11/54,2006-01-01,1507
G07F  11/56,2006-01-01,219
G07F  11/58,2006-01-01,2653
G07F  11/60,2006-01-01,452
G07F  11/62,2006-01-01,1952
G07F  11/64,2006-01-01,364
G07F  11/66,2006-01-01,246
G07F  11/68,2006-01-01,1040
G07F  11/70,2006-01-01,1812
G07F  11/72,2006-01-01,742
G07F  13/00,2010-01-01,4949
G07F  13/02,2006-01-01,2807
G07F  13/04,2006-01-01,219
G07F  13/06,2006-01-01,5960
G07F  13/08,2006-01-01,177
G07F  13/10,2006-01-01,3364
G07F  15/00,2006-01-01,3653
G07F  15/02,2006-01-01,512
G07F  15/04,2006-01-01,661
G07F  15/06,2006-01-01,3030
G07F  15/08,2006-01-01,474
G07F  15/10,2006-01-01,273
G07F  15/12,2006-01-01,593
G07F  17/00,2010-01-01,5896
G07F  17/02,2006-01-01,256
G07F  17/04,2006-01-01,376
G07F  17/06,2006-01-01,118
G07F  17/08,2006-01-01,96
G07F  17/10,2006-01-01,1342
G07F  17/12,2006-01-01,3333
G07F  17/14,2006-01-01,1286
G07F  17/16,2006-01-01,4571
G07F  17/18,2006-01-01,339
G07F  17/20,2006-01-01,873
G07F  17/22,2006-01-01,67
G07F  17/24,2006-01-01,2817
G07F  17/26,2006-01-01,3795
G07F  17/28,2006-01-01,388
G07F  17/30,2006-01-01,1710
G07F  17/32,2006-01-01,30684
G07F  17/34,2006-01-01,7961
G07F  17/36,2006-01-01,85
G07F  17/38,2006-01-01,1833
G07F  17/40,2006-01-01,1142
G07F  17/42,2006-01-01,3495
G07F  19/00,2010-01-01,22343
G07G,2010-01-01,192
G07G   1/00,2009-01-01,17338
G07G   1/01,2006-01-01,3669
G07G   1/06,2006-01-01,3248
G07G   1/08,2006-01-01,24
G07G   1/10,2006-01-01,546
G07G   1/12,2006-01-01,22200
G07G   1/14,2006-01-01,8756
G07G   3/00,2006-01-01,1115
G07G   5/00,2006-01-01,3071
G08B,2010-01-01,5190
G08B   1/00,2009-01-01,1719
G08B   1/02,2006-01-01,88
G08B   1/04,2006-01-01,108
G08B   1/06,2006-01-01,35
G08B   1/08,2006-01-01,8285
G08B   3/00,2006-01-01,2055
G08B   3/02,2006-01-01,236
G08B   3/06,2006-01-01,413
G08B   3/10,2006-01-01,11837
G08B   3/14,2006-01-01,128
G08B   5/00,2010-01-01,10147
G08B   5/02,2006-01-01,608
G08B   5/06,2006-01-01,68
G08B   5/14,2006-01-01,51
G08B   5/16,2006-01-01,6
G08B   5/18,2006-01-01,24
G08B   5/20,2006-01-01,3
G08B   5/22,2006-01-01,8050
G08B   5/24,2006-01-01,521
G08B   5/26,2006-01-01,42
G08B   5/28,2006-01-01,263
G08B   5/30,2006-01-01,303
G08B   5/32,2006-01-01,117
G08B   5/34,2006-01-01,14
G08B   5/36,2006-01-01,10791
G08B   5/38,2006-01-01,2401
G08B   5/40,2006-01-01,694
G08B   6/00,2006-01-01,2325
G08B   7/00,2006-01-01,2198
G08B   7/02,2006-01-01,97
G08B   7/04,2006-01-01,41
G08B   7/06,2006-01-01,5284
G08B   7/08,2006-01-01,48
G08B   9/00,2006-01-01,657
G08B   9/02,2006-01-01,35
G08B   9/04,2006-01-01,62
G08B   9/06,2006-01-01,91
G08B   9/08,2006-01-01,48
G08B   9/10,2006-01-01,1
G08B   9/12,2006-01-01,3
G08B   9/14,2006-01-01,11
G08B   9/18,2006-01-01,1
G08B   9/20,2006-01-01,6
G08B  13/00,2010-01-01,11737
G08B  13/02,2006-01-01,3501
G08B  13/04,2006-01-01,1444
G08B  13/06,2006-01-01,1356
G08B  13/08,2006-01-01,6248
G08B  13/10,2006-01-01,1161
G08B  13/12,2006-01-01,3859
G08B  13/14,2006-01-01,15069
G08B  13/16,2006-01-01,3612
G08B  13/18,2006-01-01,4546
G08B  13/181,2006-01-01,1369
G08B  13/183,2006-01-01,1992
G08B  13/184,2006-01-01,650
G08B  13/186,2006-01-01,852
G08B  13/187,2006-01-01,539
G08B  13/189,2006-01-01,684
G08B  13/19,2006-01-01,3282
G08B  13/191,2006-01-01,1691
G08B  13/193,2006-01-01,1249
G08B  13/194,2006-01-01,2065
G08B  13/196,2006-01-01,10220
G08B  13/20,2006-01-01,574
G08B  13/22,2006-01-01,7345
G08B  13/24,2006-01-01,14986
G08B  13/26,2006-01-01,1757
G08B  15/00,2006-01-01,7159
G08B  15/02,2006-01-01,1655
G08B  17/00,2009-01-01,16752
G08B  17/02,2006-01-01,622
G08B  17/04,2006-01-01,1004
G08B  17/06,2006-01-01,8131
G08B  17/08,2006-01-01,186
G08B  17/10,2006-01-01,10485
G08B  17/103,2006-01-01,2076
G08B  17/107,2006-01-01,3926
G08B  17/11,2006-01-01,1583
G08B  17/113,2006-01-01,1618
G08B  17/117,2006-01-01,1307
G08B  17/12,2006-01-01,4479
G08B  19/00,2006-01-01,5773
G08B  19/02,2006-01-01,949
G08B  21/00,2010-01-01,32853
G08B  21/02,2006-01-01,13340
G08B  21/04,2006-01-01,4359
G08B  21/06,2006-01-01,3465
G08B  21/08,2006-01-01,1744
G08B  21/10,2006-01-01,4178
G08B  21/12,2006-01-01,1666
G08B  21/14,2006-01-01,1379
G08B  21/16,2006-01-01,4877
G08B  21/18,2006-01-01,6572
G08B  21/20,2006-01-01,1968
G08B  21/22,2006-01-01,2703
G08B  21/24,2006-01-01,8822
G08B  23/00,2006-01-01,22048
G08B  25/00,2010-01-01,22830
G08B  25/01,2006-01-01,5870
G08B  25/04,2006-01-01,12672
G08B  25/06,2006-01-01,634
G08B  25/08,2006-01-01,9739
G08B  25/10,2006-01-01,18352
G08B  25/12,2006-01-01,1198
G08B  25/14,2006-01-01,2409
G08B  26/00,2009-01-01,3510
G08B  27/00,2009-01-01,4806
G08B  29/00,2006-01-01,5635
G08B  29/02,2006-01-01,1291
G08B  29/04,2006-01-01,1969
G08B  29/06,2006-01-01,1657
G08B  29/08,2006-01-01,324
G08B  29/10,2006-01-01,439
G08B  29/12,2006-01-01,1098
G08B  29/14,2006-01-01,1581
G08B  29/16,2006-01-01,1079
G08B  29/18,2006-01-01,3926
G08B  29/20,2006-01-01,230
G08B  29/22,2006-01-01,92
G08B  29/24,2006-01-01,363
G08B  29/26,2006-01-01,356
G08B  29/28,2006-01-01,67
G08B  31/00,2009-01-01,1514
G08C,2010-01-01,940
G08C  13/00,2006-01-01,948
G08C  13/02,2006-01-01,252
G08C  15/00,2006-01-01,8523
G08C  15/02,2006-01-01,353
G08C  15/04,2006-01-01,327
G08C  15/06,2006-01-01,4184
G08C  15/08,2006-01-01,370
G08C  15/10,2006-01-01,164
G08C  15/12,2006-01-01,1286
G08C  17/00,2009-01-01,12868
G08C  17/02,2006-01-01,41442
G08C  17/04,2006-01-01,1331
G08C  17/06,2006-01-01,264
G08C  19/00,2009-01-01,18834
G08C  19/02,2006-01-01,4374
G08C  19/04,2006-01-01,536
G08C  19/06,2006-01-01,428
G08C  19/08,2006-01-01,63
G08C  19/10,2006-01-01,194
G08C  19/12,2006-01-01,1893
G08C  19/14,2006-01-01,307
G08C  19/16,2006-01-01,3493
G08C  19/18,2006-01-01,494
G08C  19/20,2006-01-01,355
G08C  19/22,2006-01-01,897
G08C  19/24,2006-01-01,334
G08C  19/26,2006-01-01,402
G08C  19/28,2006-01-01,4845
G08C  19/30,2006-01-01,1114
G08C  19/32,2006-01-01,136
G08C  19/34,2006-01-01,134
G08C  19/36,2006-01-01,730
G08C  19/38,2006-01-01,1209
G08C  19/40,2006-01-01,94
G08C  19/42,2006-01-01,45
G08C  19/44,2006-01-01,62
G08C  19/46,2006-01-01,352
G08C  19/48,2006-01-01,542
G08C  21/00,2006-01-01,2864
G08C  23/00,2006-01-01,2068
G08C  23/02,2006-01-01,1323
G08C  23/04,2006-01-01,13321
G08C  23/06,2006-01-01,1330
G08C  25/00,2009-01-01,7104
G08C  25/02,2006-01-01,1647
G08C  25/04,2006-01-01,234
G08G,2010-01-01,978
G08G   1/00,2010-01-01,16904
G08G   1/005,2006-01-01,5668
G08G   1/01,2006-01-01,13862
G08G   1/015,2006-01-01,1839
G08G   1/017,2006-01-01,8039
G08G   1/02,2006-01-01,1114
G08G   1/04,2006-01-01,6776
G08G   1/042,2006-01-01,2735
G08G   1/048,2006-01-01,314
G08G   1/052,2006-01-01,2753
G08G   1/054,2006-01-01,1793
G08G   1/056,2006-01-01,701
G08G   1/065,2006-01-01,1292
G08G   1/07,2006-01-01,4852
G08G   1/08,2006-01-01,2947
G08G   1/081,2006-01-01,948
G08G   1/082,2006-01-01,348
G08G   1/083,2006-01-01,73
G08G   1/085,2006-01-01,352
G08G   1/087,2006-01-01,1041
G08G   1/09,2006-01-01,24059
G08G   1/095,2006-01-01,9099
G08G   1/0955,2006-01-01,733
G08G   1/096,2006-01-01,1272
G08G   1/0962,2006-01-01,5146
G08G   1/0965,2006-01-01,1799
G08G   1/0967,2006-01-01,6257
G08G   1/0968,2006-01-01,9556
G08G   1/0969,2006-01-01,26849
G08G   1/097,2006-01-01,1310
G08G   1/123,2006-01-01,11605
G08G   1/127,2006-01-01,3801
G08G   1/13,2006-01-01,4587
G08G   1/133,2006-01-01,1460
G08G   1/137,2006-01-01,4252
G08G   1/14,2006-01-01,7879
G08G   1/16,2006-01-01,37678
G08G   3/00,2010-01-01,1584
G08G   3/02,2006-01-01,894
G08G   5/00,2010-01-01,5610
G08G   5/02,2006-01-01,1534
G08G   5/04,2006-01-01,2718
G08G   5/06,2006-01-01,1726
G08G   7/00,2006-01-01,93
G08G   7/02,2006-01-01,96
G08G   9/00,2006-01-01,460
G08G   9/02,2006-01-01,203
G08G  99/00,2006-01-01,47
G09B,2010-01-01,1959
G09B   1/00,2010-01-01,1773
G09B   1/02,2006-01-01,676
G09B   1/04,2006-01-01,332
G09B   1/06,2006-01-01,963
G09B   1/08,2006-01-01,746
G09B   1/10,2006-01-01,302
G09B   1/12,2006-01-01,63
G09B   1/14,2006-01-01,191
G09B   1/16,2006-01-01,464
G09B   1/18,2006-01-01,177
G09B   1/20,2006-01-01,381
G09B   1/22,2006-01-01,406
G09B   1/24,2006-01-01,300
G09B   1/26,2006-01-01,24
G09B   1/28,2006-01-01,270
G09B   1/30,2006-01-01,217
G09B   1/32,2006-01-01,349
G09B   1/34,2006-01-01,261
G09B   1/36,2006-01-01,390
G09B   1/38,2006-01-01,221
G09B   1/40,2006-01-01,312
G09B   3/00,2010-01-01,1653
G09B   3/02,2006-01-01,887
G09B   3/04,2006-01-01,907
G09B   3/06,2006-01-01,491
G09B   3/08,2006-01-01,426
G09B   3/10,2006-01-01,48
G09B   3/12,2006-01-01,60
G09B   5/00,2006-01-01,5927
G09B   5/02,2006-01-01,6795
G09B   5/04,2006-01-01,5319
G09B   5/06,2006-01-01,13232
G09B   5/08,2006-01-01,2394
G09B   5/10,2006-01-01,455
G09B   5/12,2006-01-01,831
G09B   5/14,2006-01-01,2542
G09B   7/00,2006-01-01,5712
G09B   7/02,2006-01-01,5592
G09B   7/04,2006-01-01,2468
G09B   7/06,2006-01-01,2073
G09B   7/07,2006-01-01,738
G09B   7/073,2006-01-01,508
G09B   7/077,2006-01-01,147
G09B   7/08,2006-01-01,793
G09B   7/10,2006-01-01,32
G09B   7/12,2006-01-01,63
G09B   9/00,2006-01-01,11229
G09B   9/02,2006-01-01,1773
G09B   9/04,2006-01-01,2993
G09B   9/042,2006-01-01,758
G09B   9/048,2006-01-01,296
G09B   9/05,2006-01-01,1955
G09B   9/052,2006-01-01,730
G09B   9/058,2006-01-01,482
G09B   9/06,2006-01-01,1350
G09B   9/08,2006-01-01,1791
G09B   9/10,2006-01-01,276
G09B   9/12,2006-01-01,878
G09B   9/14,2006-01-01,580
G09B   9/16,2006-01-01,580
G09B   9/18,2006-01-01,118
G09B   9/20,2006-01-01,301
G09B   9/22,2006-01-01,115
G09B   9/24,2006-01-01,298
G09B   9/26,2006-01-01,212
G09B   9/28,2006-01-01,498
G09B   9/30,2006-01-01,1808
G09B   9/32,2006-01-01,963
G09B   9/34,2006-01-01,185
G09B   9/36,2006-01-01,86
G09B   9/38,2006-01-01,27
G09B   9/40,2006-01-01,174
G09B   9/42,2006-01-01,56
G09B   9/44,2006-01-01,71
G09B   9/46,2006-01-01,293
G09B   9/48,2006-01-01,102
G09B   9/50,2006-01-01,14
G09B   9/52,2006-01-01,187
G09B   9/54,2006-01-01,340
G09B   9/56,2006-01-01,151
G09B  11/00,2006-01-01,2462
G09B  11/02,2006-01-01,218
G09B  11/04,2006-01-01,761
G09B  11/06,2006-01-01,629
G09B  11/08,2006-01-01,83
G09B  11/10,2006-01-01,1925
G09B  13/00,2006-01-01,518
G09B  13/02,2006-01-01,263
G09B  13/04,2006-01-01,371
G09B  15/00,2009-01-01,6792
G09B  15/02,2006-01-01,2198
G09B  15/04,2006-01-01,1008
G09B  15/06,2006-01-01,794
G09B  15/08,2006-01-01,570
G09B  17/00,2006-01-01,2559
G09B  17/02,2006-01-01,1356
G09B  17/04,2006-01-01,503
G09B  19/00,2010-01-01,18749
G09B  19/02,2006-01-01,5482
G09B  19/04,2006-01-01,1878
G09B  19/06,2006-01-01,6999
G09B  19/08,2006-01-01,1457
G09B  19/10,2006-01-01,1740
G09B  19/12,2006-01-01,505
G09B  19/14,2006-01-01,455
G09B  19/16,2006-01-01,1452
G09B  19/18,2006-01-01,853
G09B  19/20,2006-01-01,183
G09B  19/22,2006-01-01,1725
G09B  19/24,2006-01-01,1664
G09B  19/26,2006-01-01,289
G09B  21/00,2010-01-01,8126
G09B  21/02,2006-01-01,818
G09B  21/04,2006-01-01,385
G09B  21/06,2006-01-01,50
G09B  23/00,2006-01-01,2261
G09B  23/02,2006-01-01,1509
G09B  23/04,2006-01-01,2436
G09B  23/06,2006-01-01,2347
G09B  23/08,2006-01-01,1600
G09B  23/10,2006-01-01,2687
G09B  23/12,2006-01-01,1915
G09B  23/14,2006-01-01,417
G09B  23/16,2006-01-01,595
G09B  23/18,2006-01-01,8353
G09B  23/20,2006-01-01,235
G09B  23/22,2006-01-01,2148
G09B  23/24,2006-01-01,1413
G09B  23/26,2006-01-01,802
G09B  23/28,2006-01-01,12572
G09B  23/30,2006-01-01,2260
G09B  23/32,2006-01-01,1090
G09B  23/34,2006-01-01,515
G09B  23/36,2006-01-01,819
G09B  23/38,2006-01-01,473
G09B  23/40,2006-01-01,673
G09B  25/00,2010-01-01,4246
G09B  25/02,2006-01-01,6462
G09B  25/04,2006-01-01,1931
G09B  25/06,2006-01-01,928
G09B  25/08,2006-01-01,303
G09B  27/00,2010-01-01,1382
G09B  27/02,2006-01-01,976
G09B  27/04,2006-01-01,608
G09B  27/06,2006-01-01,477
G09B  27/08,2006-01-01,2432
G09B  29/00,2009-01-01,30058
G09B  29/02,2006-01-01,914
G09B  29/04,2006-01-01,1049
G09B  29/06,2006-01-01,706
G09B  29/08,2006-01-01,156
G09B  29/10,2006-01-01,26751
G09B  29/12,2006-01-01,402
G09B  29/14,2006-01-01,194
G09C,2010-01-01,168
G09C   1/00,2006-01-01,29609
G09C   1/02,2006-01-01,162
G09C   1/04,2006-01-01,436
G09C   1/06,2006-01-01,125
G09C   1/08,2006-01-01,219
G09C   1/10,2006-01-01,346
G09C   1/12,2006-01-01,184
G09C   1/14,2006-01-01,39
G09C   3/00,2006-01-01,685
G09C   3/02,2006-01-01,15
G09C   3/04,2006-01-01,5
G09C   3/06,2006-01-01,8
G09C   3/08,2006-01-01,56
G09C   3/10,2006-01-01,9
G09C   5/00,2006-01-01,5501
G09D,2009-01-01,389
G09D   1/00,2006-01-01,1034
G09D   3/00,2006-01-01,1535
G09D   3/02,2006-01-01,653
G09D   3/04,2006-01-01,705
G09D   3/06,2006-01-01,491
G09D   3/08,2006-01-01,666
G09D   3/10,2006-01-01,650
G09D   3/12,2006-01-01,1129
G09F,2010-01-01,6000
G09F   1/00,2009-01-01,1576
G09F   1/02,2006-01-01,1515
G09F   1/04,2006-01-01,1322
G09F   1/06,2006-01-01,2060
G09F   1/08,2006-01-01,1812
G09F   1/10,2006-01-01,4863
G09F   1/12,2006-01-01,1901
G09F   1/14,2006-01-01,931
G09F   3/00,2010-01-01,20472
G09F   3/02,2006-01-01,30686
G09F   3/03,2006-01-01,9604
G09F   3/04,2006-01-01,6004
G09F   3/06,2006-01-01,1276
G09F   3/08,2006-01-01,1468
G09F   3/10,2006-01-01,17396
G09F   3/12,2006-01-01,1736
G09F   3/14,2006-01-01,3443
G09F   3/16,2006-01-01,1268
G09F   3/18,2006-01-01,3064
G09F   3/20,2006-01-01,6168
G09F   5/00,2006-01-01,2924
G09F   5/02,2006-01-01,623
G09F   5/04,2006-01-01,2943
G09F   7/00,2010-01-01,12625
G09F   7/02,2006-01-01,3871
G09F   7/04,2006-01-01,2420
G09F   7/06,2006-01-01,1340
G09F   7/08,2006-01-01,2796
G09F   7/10,2006-01-01,1382
G09F   7/12,2006-01-01,2009
G09F   7/14,2006-01-01,1384
G09F   7/16,2006-01-01,3763
G09F   7/18,2006-01-01,12995
G09F   7/20,2006-01-01,1436
G09F   7/22,2006-01-01,2396
G09F   9/00,2010-01-01,102639
G09F   9/30,2006-01-01,66906
G09F   9/302,2006-01-01,2108
G09F   9/305,2006-01-01,1511
G09F   9/307,2006-01-01,1007
G09F   9/313,2006-01-01,5033
G09F   9/33,2006-01-01,21413
G09F   9/35,2006-01-01,21146
G09F   9/37,2006-01-01,9146
G09F   9/40,2006-01-01,4971
G09F   9/46,2006-01-01,2175
G09F  11/00,2010-01-01,4240
G09F  11/02,2006-01-01,4186
G09F  11/04,2006-01-01,913
G09F  11/06,2006-01-01,1214
G09F  11/08,2006-01-01,278
G09F  11/10,2006-01-01,1026
G09F  11/12,2006-01-01,1275
G09F  11/14,2006-01-01,289
G09F  11/15,2006-01-01,538
G09F  11/16,2006-01-01,254
G09F  11/18,2006-01-01,656
G09F  11/20,2006-01-01,125
G09F  11/21,2006-01-01,569
G09F  11/22,2006-01-01,357
G09F  11/23,2006-01-01,3475
G09F  11/235,2006-01-01,238
G09F  11/24,2006-01-01,738
G09F  11/26,2006-01-01,1300
G09F  11/28,2006-01-01,375
G09F  11/29,2006-01-01,1869
G09F  11/295,2006-01-01,726
G09F  11/30,2006-01-01,1110
G09F  11/32,2006-01-01,458
G09F  11/34,2006-01-01,503
G09F  13/00,2009-01-01,13293
G09F  13/02,2006-01-01,1848
G09F  13/04,2006-01-01,21050
G09F  13/06,2006-01-01,1530
G09F  13/08,2006-01-01,2439
G09F  13/10,2006-01-01,1001
G09F  13/12,2006-01-01,1609
G09F  13/14,2006-01-01,2605
G09F  13/16,2006-01-01,6948
G09F  13/18,2006-01-01,5948
G09F  13/20,2006-01-01,10759
G09F  13/22,2006-01-01,8560
G09F  13/24,2006-01-01,1000
G09F  13/26,2006-01-01,1777
G09F  13/28,2006-01-01,889
G09F  13/30,2006-01-01,377
G09F  13/32,2006-01-01,502
G09F  13/34,2006-01-01,707
G09F  13/36,2006-01-01,229
G09F  13/42,2006-01-01,851
G09F  13/44,2006-01-01,140
G09F  13/46,2006-01-01,83
G09F  15/00,2009-01-01,20753
G09F  15/02,2006-01-01,2990
G09F  17/00,2009-01-01,6497
G09F  19/00,2010-01-01,13210
G09F  19/02,2006-01-01,3115
G09F  19/04,2006-01-01,128
G09F  19/06,2006-01-01,105
G09F  19/08,2006-01-01,1359
G09F  19/10,2006-01-01,683
G09F  19/12,2006-01-01,5229
G09F  19/14,2006-01-01,1682
G09F  19/16,2006-01-01,733
G09F  19/18,2006-01-01,4065
G09F  19/20,2006-01-01,329
G09F  19/22,2006-01-01,7285
G09F  21/00,2006-01-01,885
G09F  21/02,2006-01-01,1896
G09F  21/04,2006-01-01,8657
G09F  21/06,2006-01-01,1053
G09F  21/08,2006-01-01,137
G09F  21/10,2006-01-01,319
G09F  21/12,2006-01-01,211
G09F  21/14,2006-01-01,47
G09F  21/16,2006-01-01,122
G09F  21/18,2006-01-01,171
G09F  21/20,2006-01-01,22
G09F  21/22,2006-01-01,116
G09F  23/00,2009-01-01,9834
G09F  23/02,2006-01-01,784
G09F  23/04,2006-01-01,332
G09F  23/06,2006-01-01,1857
G09F  23/08,2006-01-01,516
G09F  23/10,2006-01-01,2250
G09F  23/12,2006-01-01,256
G09F  23/14,2006-01-01,558
G09F  23/16,2006-01-01,413
G09F  25/00,2006-01-01,2218
G09F  27/00,2010-01-01,8494
G09G,2010-01-01,1433
G09G   1/00,2006-01-01,13709
G09G   1/02,2006-01-01,2898
G09G   1/04,2006-01-01,4451
G09G   1/06,2006-01-01,5473
G09G   1/07,2006-01-01,173
G09G   1/08,2006-01-01,1414
G09G   1/10,2006-01-01,1089
G09G   1/12,2006-01-01,473
G09G   1/14,2006-01-01,1562
G09G   1/16,2006-01-01,8059
G09G   1/18,2006-01-01,420
G09G   1/20,2006-01-01,770
G09G   1/22,2006-01-01,189
G09G   1/24,2006-01-01,25
G09G   1/26,2006-01-01,267
G09G   1/28,2006-01-01,3928
G09G   3/00,2009-01-01,17992
G09G   3/02,2006-01-01,2944
G09G   3/04,2006-01-01,5708
G09G   3/06,2006-01-01,593
G09G   3/08,2006-01-01,331
G09G   3/10,2006-01-01,3224
G09G   3/12,2006-01-01,2155
G09G   3/14,2006-01-01,3881
G09G   3/16,2006-01-01,1299
G09G   3/18,2006-01-01,8209
G09G   3/19,2006-01-01,832
G09G   3/20,2006-01-01,114772
G09G   3/22,2006-01-01,5156
G09G   3/24,2006-01-01,203
G09G   3/26,2006-01-01,330
G09G   3/28,2013-01-01,12124
G09G   3/2807,2013-01-01,85
G09G   3/2813,2013-01-01,52
G09G   3/282,2006-01-01,1229
G09G   3/285,2006-01-01,413
G09G   3/288,2013-01-01,11810
G09G   3/29,2006-01-01,711
G09G   3/291,2013-01-01,9942
G09G   3/292,2013-01-01,5287
G09G   3/293,2013-01-01,4632
G09G   3/294,2013-01-01,7806
G09G   3/296,2013-01-01,11908
G09G   3/297,2013-01-01,263
G09G   3/298,2013-01-01,7510
G09G   3/299,2013-01-01,410
G09G   3/30,2006-01-01,28229
G09G   3/32,2016-01-01,28026
G09G   3/3208,2016-01-01,563
G09G   3/3216,2016-01-01,23
G09G   3/3225,2016-01-01,484
G09G   3/3233,2016-01-01,524
G09G   3/3241,2016-01-01,26
G09G   3/325,2016-01-01,29
G09G   3/3258,2016-01-01,257
G09G   3/3266,2016-01-01,263
G09G   3/3275,2016-01-01,97
G09G   3/3283,2016-01-01,44
G09G   3/3291,2016-01-01,137
G09G   3/34,2006-01-01,28769
G09G   3/36,2006-01-01,113295
G09G   3/38,2006-01-01,1083
G09G   5/00,2009-01-01,106463
G09G   5/02,2006-01-01,20302
G09G   5/04,2006-01-01,1494
G09G   5/06,2006-01-01,4617
G09G   5/08,2006-01-01,8177
G09G   5/10,2006-01-01,12870
G09G   5/12,2006-01-01,3093
G09G   5/14,2006-01-01,12259
G09G   5/16,2006-01-01,85
G09G   5/18,2006-01-01,4694
G09G   5/20,2006-01-01,1890
G09G   5/22,2006-01-01,6430
G09G   5/24,2006-01-01,9403
G09G   5/26,2006-01-01,3074
G09G   5/28,2006-01-01,2444
G09G   5/30,2006-01-01,2101
G09G   5/32,2006-01-01,4094
G09G   5/34,2006-01-01,4879
G09G   5/36,2006-01-01,33231
G09G   5/37,2006-01-01,643
G09G   5/373,2006-01-01,813
G09G   5/377,2006-01-01,7656
G09G   5/38,2006-01-01,4053
G09G   5/39,2006-01-01,5547
G09G   5/391,2006-01-01,4642
G09G   5/393,2006-01-01,4537
G09G   5/395,2006-01-01,3470
G09G   5/397,2006-01-01,1579
G09G   5/399,2006-01-01,2144
G09G   5/40,2006-01-01,1865
G09G   5/42,2006-01-01,1594
G10B,2006-01-01,69
G10B   1/00,2010-01-01,271
G10B   1/02,2006-01-01,63
G10B   1/04,2006-01-01,212
G10B   1/06,2006-01-01,31
G10B   1/08,2006-01-01,289
G10B   3/00,2006-01-01,1232
G10B   3/02,2006-01-01,166
G10B   3/04,2006-01-01,137
G10B   3/06,2006-01-01,260
G10B   3/08,2006-01-01,254
G10B   3/10,2006-01-01,371
G10B   3/12,2006-01-01,2117
G10B   3/14,2006-01-01,186
G10B   3/16,2006-01-01,157
G10B   3/18,2006-01-01,36
G10B   3/20,2006-01-01,5
G10B   3/22,2006-01-01,72
G10C,2009-01-01,112
G10C   1/00,2006-01-01,434
G10C   1/02,2006-01-01,475
G10C   1/04,2006-01-01,449
G10C   1/06,2006-01-01,311
G10C   3/00,2006-01-01,2049
G10C   3/02,2006-01-01,1703
G10C   3/04,2006-01-01,900
G10C   3/06,2006-01-01,1147
G10C   3/08,2006-01-01,297
G10C   3/10,2006-01-01,660
G10C   3/12,2006-01-01,2948
G10C   3/14,2006-01-01,112
G10C   3/16,2006-01-01,2634
G10C   3/18,2006-01-01,629
G10C   3/20,2006-01-01,139
G10C   3/22,2006-01-01,446
G10C   3/24,2006-01-01,177
G10C   3/26,2006-01-01,872
G10C   3/28,2006-01-01,110
G10C   3/30,2006-01-01,104
G10C   5/00,2006-01-01,398
G10C   9/00,2006-01-01,730
G10D,2010-01-01,535
G10D   1/00,2006-01-01,2204
G10D   1/02,2006-01-01,715
G10D   1/04,2006-01-01,275
G10D   1/06,2006-01-01,113
G10D   1/08,2006-01-01,2650
G10D   1/10,2006-01-01,324
G10D   1/12,2006-01-01,399
G10D   3/00,2009-01-01,3492
G10D   3/02,2006-01-01,2216
G10D   3/04,2006-01-01,2210
G10D   3/06,2006-01-01,1171
G10D   3/08,2006-01-01,516
G10D   3/10,2006-01-01,1035
G10D   3/12,2006-01-01,1509
G10D   3/14,2006-01-01,2908
G10D   3/16,2006-01-01,1638
G10D   3/18,2006-01-01,1097
G10D   7/00,2006-01-01,1337
G10D   7/02,2006-01-01,1280
G10D   7/04,2006-01-01,159
G10D   7/06,2006-01-01,735
G10D   7/08,2006-01-01,560
G10D   7/10,2006-01-01,861
G10D   7/12,2006-01-01,1421
G10D   9/00,2006-01-01,2635
G10D   9/02,2006-01-01,1993
G10D   9/04,2006-01-01,1476
G10D   9/06,2006-01-01,323
G10D  11/00,2006-01-01,723
G10D  11/02,2006-01-01,484
G10D  13/00,2009-01-01,3911
G10D  13/02,2006-01-01,5459
G10D  13/04,2006-01-01,288
G10D  13/06,2006-01-01,1524
G10D  13/08,2006-01-01,1546
G10D  15/00,2006-01-01,233
